player_name,country,year,current_position,suggested_position,source,confidence,reason,notes
Goderdzi Shvelidze,Georgia,2011,TBC,,,,No trusted structured position source found,
Tedo Zibzibadze,Georgia,2003,TBC,,,,No trusted structured position source found,
Tedo Zibzibadze,Georgia,2011,TBC,,,,No trusted structured position source found,
Gia Labadze,Georgia,2003,TBC,,,,No trusted structured position source found,
Gia Labadze,Georgia,2007,TBC,,,,No trusted structured position source found,
Irakli Giorgadze,Georgia,2003,TBC,,,,No trusted structured position source found,
Irakli Giorgadze,Georgia,2007,TBC,,,,No trusted structured position source found,
Otar Eloshvili,Georgia,2003,TBC,,,,No trusted structured position source found,
Otar Eloshvili,Georgia,2007,TBC,,,,No trusted structured position source found,
Aleko Margvelashvili,Georgia,2003,TBC,,,,No trusted structured position source found,
Archil Kavtarashvili,Georgia,2003,TBC,,,,No trusted structured position source found,
Avto Kopaliani,Georgia,2003,TBC,,,,No trusted structured position source found,
Badri Khekhelashvili,Georgia,2003,TBC,,,,No trusted structured position source found,
David Bolgashvili,Georgia,2003,TBC,,,,No trusted structured position source found,
George Tsiklauri,Georgia,2003,TBC,,,,No trusted structured position source found,
Gocha Khonelidze,Georgia,2003,TBC,,,,No trusted structured position source found,
Grégoire Yachvili,Georgia,2003,TBC,,,,No trusted structured position source found,
Soso Nikolaenko,Georgia,2003,TBC,,,,No trusted structured position source found,
Vasil Katsadze,Georgia,2003,TBC,,,,No trusted structured position source found,
Paulică Ion,Romania,2003,TBC,,,,No trusted structured position source found,
Paulică Ion,Romania,2007,TBC,,,,No trusted structured position source found,
Paulică Ion,Romania,2011,TBC,,,,No trusted structured position source found,
Paulică Ion,Romania,2015,TBC,,,,No trusted structured position source found,
Cătălin Nicolae,Romania,2003,TBC,,,,No trusted structured position source found,
Cătălin Nicolae,Romania,2007,TBC,,,,No trusted structured position source found,
Cătălin Nicolae,Romania,2011,TBC,,,,No trusted structured position source found,
Silviu Florea,Romania,2003,TBC,,,,No trusted structured position source found,
Silviu Florea,Romania,2007,TBC,,,,No trusted structured position source found,
Silviu Florea,Romania,2011,TBC,,,,No trusted structured position source found,
Alexandru Tudori,Romania,2003,TBC,,,,No trusted structured position source found,
Alexandru Tudori,Romania,2007,TBC,,,,No trusted structured position source found,
Cezar Popescu,Romania,2003,TBC,,,,No trusted structured position source found,
Cezar Popescu,Romania,2007,TBC,,,,No trusted structured position source found,
Ion Teodorescu,Romania,2003,TBC,,,,No trusted structured position source found,
Ion Teodorescu,Romania,2007,TBC,,,,No trusted structured position source found,
Petrișor Toderașc,Romania,2003,TBC,,,,No trusted structured position source found,
Petrișor Toderașc,Romania,2007,TBC,,,,No trusted structured position source found,
Bogdan Voicu,Romania,2003,TBC,,,,No trusted structured position source found,
Cornel Tatu,Romania,2003,TBC,,,,No trusted structured position source found,
George Chiriac,Romania,2003,TBC,,,,No trusted structured position source found,
Marcel Socaciu,Romania,2003,TBC,,,,No trusted structured position source found,
Valentin Maftei,Romania,2003,TBC,,,,No trusted structured position source found,
Vasile Ghioc,Romania,2003,TBC,,,,No trusted structured position source found,
Tony Woodcock,New Zealand,2007,TBC,,,,No trusted structured position source found,
Tony Woodcock,New Zealand,2011,TBC,,,,No trusted structured position source found,
Tony Woodcock,New Zealand,2015,TBC,,,,No trusted structured position source found,
Carl Hayman,New Zealand,2007,TBC,,,,No trusted structured position source found,
Chris Masoe,New Zealand,2007,TBC,,,,No trusted structured position source found,
Luke McAlister,New Zealand,2007,TBC,,,,No trusted structured position source found,
Neemia Tialata,New Zealand,2007,TBC,,,,No trusted structured position source found,
Sitiveni Sivivatu,New Zealand,2007,TBC,,,,No trusted structured position source found,
Jannie du Plessis,South Africa,2007,TBC,,,,No trusted structured position source found,
Jannie du Plessis,South Africa,2011,TBC,,,,No trusted structured position source found,
Jannie du Plessis,South Africa,2015,TBC,,,,No trusted structured position source found,
CJ van der Linde,South Africa,2007,TBC,,,,No trusted structured position source found,
CJ van der Linde,South Africa,2011,TBC,,,,No trusted structured position source found,
Gurthrö Steenkamp,South Africa,2007,TBC,,,,No trusted structured position source found,
Gurthrö Steenkamp,South Africa,2011,TBC,,,,No trusted structured position source found,
Akona Ndungane,South Africa,2007,TBC,,,,No trusted structured position source found,
BJ Botha,South Africa,2007,TBC,,,,No trusted structured position source found,
Wikus van Heerden,South Africa,2007,TBC,,,,No trusted structured position source found,
Wynand Olivier,South Africa,2007,TBC,,,,No trusted structured position source found,
Drew Mitchell,Australia,2007,TBC,,,,No trusted structured position source found,
Drew Mitchell,Australia,2015,TBC,,,,No trusted structured position source found,
Greg Holmes,Australia,2007,TBC,,,,No trusted structured position source found,
Greg Holmes,Australia,2015,TBC,,,,No trusted structured position source found,
Cameron Shepherd,Australia,2007,TBC,,,,No trusted structured position source found,
Guy Shepherdson,Australia,2007,TBC,,,,No trusted structured position source found,
Mark Cueto,England,2007,TBC,,,,No trusted structured position source found,
Mark Cueto,England,2011,TBC,,,,No trusted structured position source found,
Matt Stevens,England,2007,TBC,,,,No trusted structured position source found,
Matt Stevens,England,2011,TBC,,,,No trusted structured position source found,
Andrew Sheridan,England,2007,TBC,,,,No trusted structured position source found,
Andy Farrell,England,2007,TBC,,,,No trusted structured position source found,
Dan Hipkiss,England,2007,TBC,,,,No trusted structured position source found,
Jamie Noon,England,2007,TBC,,,,No trusted structured position source found,
Mathew Tait,England,2007,TBC,,,,No trusted structured position source found,
Paul Sackey,England,2007,TBC,,,,No trusted structured position source found,
Perry Freshwater,England,2007,TBC,,,,No trusted structured position source found,
Tom Rees,England,2007,TBC,,,,No trusted structured position source found,
Yannick Nyanga,France,2007,TBC,,,,No trusted structured position source found,
Yannick Nyanga,France,2015,TBC,,,,No trusted structured position source found,
David Marty,France,2007,TBC,,,,No trusted structured position source found,
David Marty,France,2011,TBC,,,,No trusted structured position source found,
Rémy Martin,France,2007,TBC,,,,No trusted structured position source found,
Andrew Trimble,Ireland,2007,TBC,,,,No trusted structured position source found,
Andrew Trimble,Ireland,2011,TBC,,,,No trusted structured position source found,
Stephen Ferris,Ireland,2007,TBC,,,,No trusted structured position source found,
Stephen Ferris,Ireland,2011,TBC,,,,No trusted structured position source found,
Brian Carney,Ireland,2007,TBC,,,,No trusted structured position source found,
Bryan Young,Ireland,2007,TBC,,,,No trusted structured position source found,
Denis Hickie,Ireland,2007,TBC,,,,No trusted structured position source found,
Gavin Duffy,Ireland,2007,TBC,,,,No trusted structured position source found,
Neil Best,Ireland,2007,TBC,,,,No trusted structured position source found,
Chris Horsman,Wales,2007,TBC,,,,No trusted structured position source found,
Duncan Jones,Wales,2007,TBC,,,,No trusted structured position source found,
Jamie Robinson,Wales,2007,TBC,,,,No trusted structured position source found,
Alasdair Dickinson,Scotland,2007,TBC,,,,No trusted structured position source found,
Alasdair Dickinson,Scotland,2011,TBC,,,,No trusted structured position source found,
Alasdair Dickinson,Scotland,2015,TBC,,,,No trusted structured position source found,
Sean Lamont,Scotland,2007,TBC,,,,No trusted structured position source found,
Sean Lamont,Scotland,2011,TBC,,,,No trusted structured position source found,
Sean Lamont,Scotland,2015,TBC,,,,No trusted structured position source found,
Euan Murray,Scotland,2007,TBC,,,,No trusted structured position source found,
Euan Murray,Scotland,2011,TBC,,,,No trusted structured position source found,
Kelly Brown,Scotland,2007,TBC,,,,No trusted structured position source found,
Kelly Brown,Scotland,2011,TBC,,,,No trusted structured position source found,
Ally Hogg,Scotland,2007,TBC,,,,No trusted structured position source found,
Craig Smith,Scotland,2007,TBC,,,,No trusted structured position source found,
Marcus Di Rollo,Scotland,2007,TBC,,,,No trusted structured position source found,
Rob Dewey,Scotland,2007,TBC,,,,No trusted structured position source found,
Simon Webster,Scotland,2007,TBC,,,,No trusted structured position source found,
Horacio Agulla,Argentina,2007,TBC,,,,No trusted structured position source found,
Horacio Agulla,Argentina,2011,TBC,,,,No trusted structured position source found,
Horacio Agulla,Argentina,2015,TBC,,,,No trusted structured position source found,
Marcos Ayerza,Argentina,2007,TBC,,,,No trusted structured position source found,
Marcos Ayerza,Argentina,2011,TBC,,,,No trusted structured position source found,
Marcos Ayerza,Argentina,2015,TBC,,,,No trusted structured position source found,
Lucas Borges,Argentina,2007,TBC,,,,No trusted structured position source found,
Lucas Borges,Argentina,2011,TBC,,,,No trusted structured position source found,
Federico Martín Aramburú,Argentina,2007,TBC,,,,No trusted structured position source found,
Gonzalo Tiesi,Argentina,2007,TBC,,,,No trusted structured position source found,
Martín Schusterman,Argentina,2007,TBC,,,,No trusted structured position source found,
Santiago González Bonorino,Argentina,2007,TBC,,,,No trusted structured position source found,
Akapusi Qera,Fiji,2007,TBC,,,,No trusted structured position source found,
Akapusi Qera,Fiji,2011,TBC,,,,No trusted structured position source found,
Akapusi Qera,Fiji,2015,TBC,,,,No trusted structured position source found,
Gabiriele Lovobalavu,Fiji,2007,TBC,,,,No trusted structured position source found,
Gabiriele Lovobalavu,Fiji,2011,TBC,,,,No trusted structured position source found,
Gabiriele Lovobalavu,Fiji,2015,TBC,,,,No trusted structured position source found,
Netani Talei,Fiji,2007,TBC,,,,No trusted structured position source found,
Netani Talei,Fiji,2011,TBC,,,,No trusted structured position source found,
Netani Talei,Fiji,2015,TBC,,,,No trusted structured position source found,
Seremaia Bai,Fiji,2007,TBC,,,,No trusted structured position source found,
Seremaia Bai,Fiji,2011,TBC,,,,No trusted structured position source found,
Aca Ratuva,Fiji,2007,TBC,,,,No trusted structured position source found,
Alefoso Yalayalatabua,Fiji,2007,TBC,,,,No trusted structured position source found,
Graham Dewes,Fiji,2007,TBC,,,,No trusted structured position source found,
Henry Qiodravu,Fiji,2007,TBC,,,,No trusted structured position source found,
Isoa Neivua,Fiji,2007,TBC,,,,No trusted structured position source found,
Jone Railomo,Fiji,2007,TBC,,,,No trusted structured position source found,
Maleli Kunavore,Fiji,2007,TBC,,,,No trusted structured position source found,
Semisi Naevo,Fiji,2007,TBC,,,,No trusted structured position source found,
Sireli Bobo,Fiji,2007,TBC,,,,No trusted structured position source found,
Bryce Robins,Japan,2007,TBC,,,,No trusted structured position source found,
Bryce Robins,Japan,2011,TBC,,,,No trusted structured position source found,
Koji Taira,Japan,2007,TBC,,,,No trusted structured position source found,
Koji Taira,Japan,2011,TBC,,,,No trusted structured position source found,
Kosuke Endo,Japan,2007,TBC,,,,No trusted structured position source found,
Kosuke Endo,Japan,2011,TBC,,,,No trusted structured position source found,
Christian Loamanu,Japan,2007,TBC,,,,No trusted structured position source found,
Hare Makiri,Japan,2007,TBC,,,,No trusted structured position source found,
Nataniela Oto,Japan,2007,TBC,,,,No trusted structured position source found,
Philip O'Reilly,Japan,2007,TBC,,,,No trusted structured position source found,
Shotaro Onishi,Japan,2007,TBC,,,,No trusted structured position source found,
Takamichi Sasaki,Japan,2007,TBC,,,,No trusted structured position source found,
Tatsukichi Nishiura,Japan,2007,TBC,,,,No trusted structured position source found,
Tomokazu Soma,Japan,2007,TBC,,,,No trusted structured position source found,
Tomoki Kitagawa,Japan,2007,TBC,,,,No trusted structured position source found,
Yuta Imamura,Japan,2007,TBC,,,,No trusted structured position source found,
Matías Agüero,Italy,2007,TBC,,,,No trusted structured position source found,
Matías Agüero,Italy,2015,TBC,,,,No trusted structured position source found,
Matteo Pratichetti,Italy,2007,TBC,,,,No trusted structured position source found,
Matteo Pratichetti,Italy,2011,TBC,,,,No trusted structured position source found,
Josh Sole,Italy,2007,TBC,,,,No trusted structured position source found,
Kaine Robertson,Italy,2007,TBC,,,,No trusted structured position source found,
Marko Stanojevic,Italy,2007,TBC,,,,No trusted structured position source found,
Silvio Orlando,Italy,2007,TBC,,,,No trusted structured position source found,
Alesana Tuilagi,Samoa,2007,TBC,,,,No trusted structured position source found,
Alesana Tuilagi,Samoa,2011,TBC,,,,No trusted structured position source found,
Alesana Tuilagi,Samoa,2015,TBC,,,,No trusted structured position source found,
Census Johnston,Samoa,2007,TBC,,,,No trusted structured position source found,
Census Johnston,Samoa,2011,TBC,,,,No trusted structured position source found,
Census Johnston,Samoa,2015,TBC,,,,No trusted structured position source found,
David Lemi,Samoa,2007,TBC,,,,No trusted structured position source found,
David Lemi,Samoa,2011,TBC,,,,No trusted structured position source found,
Seilala Mapusua,Samoa,2007,TBC,,,,No trusted structured position source found,
Seilala Mapusua,Samoa,2011,TBC,,,,No trusted structured position source found,
Anitelea Tuilagi,Samoa,2007,TBC,,,,No trusted structured position source found,
Elvis Seveali'i,Samoa,2007,TBC,,,,No trusted structured position source found,
Fosi Pala'amo,Samoa,2007,TBC,,,,No trusted structured position source found,
Jerry Meafou,Samoa,2007,TBC,,,,No trusted structured position source found,
Justin Purdie,Samoa,2007,TBC,,,,No trusted structured position source found,
Justin Va'a,Samoa,2007,TBC,,,,No trusted structured position source found,
Muliufi Salanoa,Samoa,2007,TBC,,,,No trusted structured position source found,
Na'ama Leleimalefaga,Samoa,2007,TBC,,,,No trusted structured position source found,
Ulia Ulia,Samoa,2007,TBC,,,,No trusted structured position source found,
Hale T-Pole,Tonga,2007,TBC,,,,No trusted structured position source found,
Hale T-Pole,Tonga,2015,TBC,,,,No trusted structured position source found,
Nili Latu,Tonga,2007,TBC,,,,No trusted structured position source found,
Nili Latu,Tonga,2015,TBC,,,,No trusted structured position source found,
Soane Tongaʻuiha,Tonga,2007,TBC,,,,No trusted structured position source found,
Soane Tongaʻuiha,Tonga,2011,TBC,,,,No trusted structured position source found,
Soane Tongaʻuiha,Tonga,2015,TBC,,,,No trusted structured position source found,
Taufaʻao Filise,Tonga,2007,TBC,,,,No trusted structured position source found,
Taufaʻao Filise,Tonga,2011,TBC,,,,No trusted structured position source found,
Aisea Havili,Tonga,2007,TBC,,,,No trusted structured position source found,
Hudson Tongaʻuiha,Tonga,2007,TBC,,,,No trusted structured position source found,
Isileli Tupou,Tonga,2007,TBC,,,,No trusted structured position source found,
Joseph Wilson Vaka,Tonga,2007,TBC,,,,No trusted structured position source found,
Maama Molitika,Tonga,2007,TBC,,,,No trusted structured position source found,
Seti Kiole,Tonga,2007,TBC,,,,No trusted structured position source found,
Siosateki Havea Mataʻu,Tonga,2007,TBC,,,,No trusted structured position source found,
Toma Toke,Tonga,2007,TBC,,,,No trusted structured position source found,
Ualosi Kailea,Tonga,2007,TBC,,,,No trusted structured position source found,
Thretton Palamo,USA,2007,TBC,,,,No trusted structured position source found,
Thretton Palamo,USA,2015,TBC,,,,No trusted structured position source found,
Thretton Palamo,USA,2019,TBC,,,,No trusted structured position source found,
Matekitonga Moeakiola,USA,2007,TBC,,,,No trusted structured position source found,
Matekitonga Moeakiola,USA,2011,TBC,,,,No trusted structured position source found,
Matekitonga Moeakiola,USA,2015,TBC,,,,No trusted structured position source found,
Takudzwa Ngwenya,USA,2007,TBC,,,,No trusted structured position source found,
Takudzwa Ngwenya,USA,2011,TBC,,,,No trusted structured position source found,
Takudzwa Ngwenya,USA,2015,TBC,,,,No trusted structured position source found,
Inaki Basauri,USA,2007,TBC,,,,No trusted structured position source found,
Inaki Basauri,USA,2011,TBC,,,,No trusted structured position source found,
Albert Tuipulotu,USA,2007,TBC,,,,No trusted structured position source found,
Chris Osentowski,USA,2007,TBC,,,,No trusted structured position source found,
Jonathan Vitale,USA,2007,TBC,,,,No trusted structured position source found,
Mark Aylor,USA,2007,TBC,,,,No trusted structured position source found,
Vahafolau Esikia,USA,2007,TBC,,,,No trusted structured position source found,
D. T. H. van der Merwe,Canada,2007,TBC,,,,No trusted structured position source found,
D. T. H. van der Merwe,Canada,2011,TBC,,,,No trusted structured position source found,
D. T. H. van der Merwe,Canada,2015,TBC,,,,No trusted structured position source found,
D. T. H. van der Merwe,Canada,2019,TBC,,,,No trusted structured position source found,
Adam Kleeberger,Canada,2007,TBC,,,,No trusted structured position source found,
Adam Kleeberger,Canada,2011,TBC,,,,No trusted structured position source found,
Scott Franklin,Canada,2007,TBC,,,,No trusted structured position source found,
Scott Franklin,Canada,2011,TBC,,,,No trusted structured position source found,
Craig Culpan,Canada,2007,TBC,,,,No trusted structured position source found,
Dan Pletch,Canada,2007,TBC,,,,No trusted structured position source found,
Dave Spicer,Canada,2007,TBC,,,,No trusted structured position source found,
David Biddle,Canada,2007,TBC,,,,No trusted structured position source found,
Derek Daypuck,Canada,2007,TBC,,,,No trusted structured position source found,
Justin Mensah-Coker,Canada,2007,TBC,,,,No trusted structured position source found,
Mike Pletch,Canada,2007,TBC,,,,No trusted structured position source found,
Nick Trenkel,Canada,2007,TBC,,,,No trusted structured position source found,
Johnny Redelinghuys,Namibia,2007,TBC,,,,No trusted structured position source found,
Johnny Redelinghuys,Namibia,2011,TBC,,,,No trusted structured position source found,
Johnny Redelinghuys,Namibia,2015,TBC,,,,No trusted structured position source found,
Jané du Toit,Namibia,2007,TBC,,,,No trusted structured position source found,
Jané du Toit,Namibia,2011,TBC,,,,No trusted structured position source found,
Marius Visser,Namibia,2007,TBC,,,,No trusted structured position source found,
Marius Visser,Namibia,2011,TBC,,,,No trusted structured position source found,
Piet van Zyl,Namibia,2007,TBC,,,,No trusted structured position source found,
Piet van Zyl,Namibia,2011,TBC,,,,No trusted structured position source found,
Bratley Langenhoven,Namibia,2007,TBC,,,,No trusted structured position source found,
John Drotsky,Namibia,2007,TBC,,,,No trusted structured position source found,
Lu-Wayne Botes,Namibia,2007,TBC,,,,No trusted structured position source found,
Michael MacKenzie,Namibia,2007,TBC,,,,No trusted structured position source found,
Ryan Witbooi,Namibia,2007,TBC,,,,No trusted structured position source found,
Davit Kacharava,Georgia,2007,TBC,,,,No trusted structured position source found,
Davit Kacharava,Georgia,2011,TBC,,,,No trusted structured position source found,
Davit Kacharava,Georgia,2015,TBC,,,,No trusted structured position source found,
Davit Kacharava,Georgia,2019,TBC,,,,No trusted structured position source found,
Davit Zirakashvili,Georgia,2007,TBC,,,,No trusted structured position source found,
Davit Zirakashvili,Georgia,2011,TBC,,,,No trusted structured position source found,
Davit Zirakashvili,Georgia,2015,TBC,,,,No trusted structured position source found,
Avtandil Kopaliani,Georgia,2007,TBC,,,,No trusted structured position source found,
Besik Khamashuridze,Georgia,2007,TBC,,,,No trusted structured position source found,
David Khinchaguishvili,Georgia,2007,TBC,,,,No trusted structured position source found,
Giorgi Elizbarashvili,Georgia,2007,TBC,,,,No trusted structured position source found,
Giorgi Shkinin,Georgia,2007,TBC,,,,No trusted structured position source found,
Ilia Maissuradze,Georgia,2007,TBC,,,,No trusted structured position source found,
Mamuka Magrakvelidze,Georgia,2007,TBC,,,,No trusted structured position source found,
Rati Urushadze,Georgia,2007,TBC,,,,No trusted structured position source found,
Zviad Maissuradze,Georgia,2007,TBC,,,,No trusted structured position source found,
Csaba Gál,Romania,2007,TBC,,,,No trusted structured position source found,
Csaba Gál,Romania,2011,TBC,,,,No trusted structured position source found,
Csaba Gál,Romania,2015,TBC,,,,No trusted structured position source found,
Alexandru Manta,Romania,2007,TBC,,,,No trusted structured position source found,
Bogdan Bălan,Romania,2007,TBC,,,,No trusted structured position source found,
Costica Mersoiu,Romania,2007,TBC,,,,No trusted structured position source found,
Dan Vlad,Romania,2007,TBC,,,,No trusted structured position source found,
André Silva,Portugal,2007,TBC,,,,No trusted structured position source found,
António Aguilar,Portugal,2007,TBC,,,,No trusted structured position source found,
David Mateus,Portugal,2007,TBC,,,,No trusted structured position source found,
Diogo Coutinho,Portugal,2007,TBC,,,,No trusted structured position source found,
Diogo Gama,Portugal,2007,TBC,,,,No trusted structured position source found,
Diogo Mateus,Portugal,2007,TBC,,,,No trusted structured position source found,
Duarte Figueiredo,Portugal,2007,TBC,,,,No trusted structured position source found,
Frederico Sousa,Portugal,2007,TBC,,,,No trusted structured position source found,
Gonçalo Foro,Portugal,2007,TBC,,,,No trusted structured position source found,
João Uva,Portugal,2007,TBC,,,,No trusted structured position source found,
Juan Muré,Portugal,2007,TBC,,,,No trusted structured position source found,
Juan Severino Somoza,Portugal,2007,TBC,,,,No trusted structured position source found,
Miguel Portela,Portugal,2007,TBC,,,,No trusted structured position source found,
Paulo Murinello,Portugal,2007,TBC,,,,No trusted structured position source found,
Pedro Carvalho,Portugal,2007,TBC,,,,No trusted structured position source found,
Ruben Spachuck,Portugal,2007,TBC,,,,No trusted structured position source found,
Rui Cordeiro,Portugal,2007,TBC,,,,No trusted structured position source found,
Tiago Girão,Portugal,2007,TBC,,,,No trusted structured position source found,
Ben Franks,New Zealand,2011,TBC,,,,No trusted structured position source found,
Ben Franks,New Zealand,2015,TBC,,,,No trusted structured position source found,
Owen Franks,New Zealand,2011,TBC,,,,No trusted structured position source found,
Owen Franks,New Zealand,2015,TBC,,,,No trusted structured position source found,
Adam Thomson,New Zealand,2011,TBC,,,,No trusted structured position source found,
Hosea Gear,New Zealand,2011,TBC,,,,No trusted structured position source found,
John Afoa,New Zealand,2011,TBC,,,,No trusted structured position source found,
Richard Kahui,New Zealand,2011,TBC,,,,No trusted structured position source found,
Zac Guildford,New Zealand,2011,TBC,,,,No trusted structured position source found,
Francois Louw,South Africa,2011,TBC,,,,No trusted structured position source found,
Francois Louw,South Africa,2015,TBC,,,,No trusted structured position source found,
Francois Louw,South Africa,2019,TBC,,,,No trusted structured position source found,
Willem Alberts,South Africa,2011,TBC,,,,No trusted structured position source found,
Willem Alberts,South Africa,2015,TBC,,,,No trusted structured position source found,
Gio Aplon,South Africa,2011,TBC,,,,No trusted structured position source found,
Heinrich Brüssow,South Africa,2011,TBC,,,,No trusted structured position source found,
Juan de Jongh,South Africa,2011,TBC,,,,No trusted structured position source found,
Odwa Ndungane,South Africa,2011,TBC,,,,No trusted structured position source found,
James O'Connor,Australia,2011,TBC,,,,No trusted structured position source found,
James O'Connor,Australia,2019,TBC,,,,No trusted structured position source found,
Rob Horne,Australia,2011,TBC,,,,No trusted structured position source found,
Rob Horne,Australia,2015,TBC,,,,No trusted structured position source found,
Anthony Fainga'a,Australia,2011,TBC,,,,No trusted structured position source found,
Ben Alexander,Australia,2011,TBC,,,,No trusted structured position source found,
Digby Ioane,Australia,2011,TBC,,,,No trusted structured position source found,
Lachlan Turner,Australia,2011,TBC,,,,No trusted structured position source found,
Matt Hodgson,Australia,2011,TBC,,,,No trusted structured position source found,
Pat McCabe,Australia,2011,TBC,,,,No trusted structured position source found,
Salesi Ma'afu,Australia,2011,TBC,,,,No trusted structured position source found,
Scott Higginbotham,Australia,2011,TBC,,,,No trusted structured position source found,
James Haskell,England,2011,TBC,,,,No trusted structured position source found,
James Haskell,England,2015,TBC,,,,No trusted structured position source found,
Tom Wood,England,2011,TBC,,,,No trusted structured position source found,
Tom Wood,England,2015,TBC,,,,No trusted structured position source found,
Alex Corbisiero,England,2011,TBC,,,,No trusted structured position source found,
Chris Ashton,England,2011,TBC,,,,No trusted structured position source found,
Dave Wilson,England,2011,TBC,,,,No trusted structured position source found,
Delon Armitage,England,2011,TBC,,,,No trusted structured position source found,
Matt Banahan,England,2011,TBC,,,,No trusted structured position source found,
Shontayne Hape,England,2011,TBC,,,,No trusted structured position source found,
Tom Croft,England,2011,TBC,,,,No trusted structured position source found,
Fulgence Ouedraogo,France,2011,TBC,,,,No trusted structured position source found,
Fulgence Ouedraogo,France,2015,TBC,,,,No trusted structured position source found,
Alexis Palisson,France,2011,TBC,,,,No trusted structured position source found,
Fabien Barcella,France,2011,TBC,,,,No trusted structured position source found,
Fabrice Estebanez,France,2011,TBC,,,,No trusted structured position source found,
Luc Ducalcon,France,2011,TBC,,,,No trusted structured position source found,
Maxime Mermoz,France,2011,TBC,,,,No trusted structured position source found,
Mike Ross,Ireland,2011,TBC,,,,No trusted structured position source found,
Mike Ross,Ireland,2015,TBC,,,,No trusted structured position source found,
Seán O'Brien,Ireland,2011,TBC,,,,No trusted structured position source found,
Seán O'Brien,Ireland,2015,TBC,,,,No trusted structured position source found,
Tommy Bowe,Ireland,2011,TBC,,,,No trusted structured position source found,
Tommy Bowe,Ireland,2015,TBC,,,,No trusted structured position source found,
Fergus McFadden,Ireland,2011,TBC,,,,No trusted structured position source found,
Shane Jennings,Ireland,2011,TBC,,,,No trusted structured position source found,
Tom Court,Ireland,2011,TBC,,,,No trusted structured position source found,
Tony Buckley,Ireland,2011,TBC,,,,No trusted structured position source found,
Dan Lydiate,Wales,2011,TBC,,,,No trusted structured position source found,
Dan Lydiate,Wales,2015,TBC,,,,No trusted structured position source found,
Dan Lydiate,Wales,2023,TBC,,,,No trusted structured position source found,
Scott Williams,Wales,2011,TBC,,,,No trusted structured position source found,
Scott Williams,Wales,2015,TBC,,,,No trusted structured position source found,
Aled Brew,Wales,2011,TBC,,,,No trusted structured position source found,
Craig Mitchell,Wales,2011,TBC,,,,No trusted structured position source found,
Ryan Bevington,Wales,2011,TBC,,,,No trusted structured position source found,
Ryan Jones,Wales,2011,TBC,,,,No trusted structured position source found,
Alasdair Strokosch,Scotland,2011,TBC,,,,No trusted structured position source found,
Alasdair Strokosch,Scotland,2015,TBC,,,,No trusted structured position source found,
Geoff Cross,Scotland,2011,TBC,,,,No trusted structured position source found,
Graeme Morrison,Scotland,2011,TBC,,,,No trusted structured position source found,
Joe Ansbro,Scotland,2011,TBC,,,,No trusted structured position source found,
Max Evans,Scotland,2011,TBC,,,,No trusted structured position source found,
Moray Low,Scotland,2011,TBC,,,,No trusted structured position source found,
Nick De Luca,Scotland,2011,TBC,,,,No trusted structured position source found,
Ross Rennie,Scotland,2011,TBC,,,,No trusted structured position source found,
Juan Figallo,Argentina,2011,TBC,,,,No trusted structured position source found,
Juan Figallo,Argentina,2015,TBC,,,,No trusted structured position source found,
Juan Figallo,Argentina,2019,TBC,,,,No trusted structured position source found,
Juan Imhoff,Argentina,2011,TBC,,,,No trusted structured position source found,
Juan Imhoff,Argentina,2015,TBC,,,,No trusted structured position source found,
Juan Imhoff,Argentina,2023,TBC,,,,No trusted structured position source found,
Marcelo Bosch,Argentina,2011,TBC,,,,No trusted structured position source found,
Marcelo Bosch,Argentina,2015,TBC,,,,No trusted structured position source found,
Agustin Gosio,Argentina,2011,TBC,,,,No trusted structured position source found,
Alejandro Campos,Argentina,2011,TBC,,,,No trusted structured position source found,
Genaro Fessia,Argentina,2011,TBC,,,,No trusted structured position source found,
Gonzalo Camacho,Argentina,2011,TBC,,,,No trusted structured position source found,
Julio Farías Cabello,Argentina,2011,TBC,,,,No trusted structured position source found,
Maximiliano Bustos,Argentina,2011,TBC,,,,No trusted structured position source found,
Campese Ma'afu,Fiji,2011,TBC,,,,No trusted structured position source found,
Campese Ma'afu,Fiji,2015,TBC,,,,No trusted structured position source found,
Campese Ma'afu,Fiji,2019,TBC,,,,No trusted structured position source found,
Dominiko Waqaniburotu,Fiji,2011,TBC,,,,No trusted structured position source found,
Dominiko Waqaniburotu,Fiji,2015,TBC,,,,No trusted structured position source found,
Dominiko Waqaniburotu,Fiji,2019,TBC,,,,No trusted structured position source found,
Vereniki Goneva,Fiji,2011,TBC,,,,No trusted structured position source found,
Vereniki Goneva,Fiji,2015,TBC,,,,No trusted structured position source found,
Vereniki Goneva,Fiji,2019,TBC,,,,No trusted structured position source found,
Malakai Ravulo,Fiji,2011,TBC,,,,No trusted structured position source found,
Malakai Ravulo,Fiji,2015,TBC,,,,No trusted structured position source found,
Albert Vulivuli,Fiji,2011,TBC,,,,No trusted structured position source found,
Deacon Manu,Fiji,2011,TBC,,,,No trusted structured position source found,
Michael Tagicakibau,Fiji,2011,TBC,,,,No trusted structured position source found,
Napolioni Nalaga,Fiji,2011,TBC,,,,No trusted structured position source found,
Ravai Fatiaki,Fiji,2011,TBC,,,,No trusted structured position source found,
Setefano Somoca,Fiji,2011,TBC,,,,No trusted structured position source found,
Waisea Daveta,Fiji,2011,TBC,,,,No trusted structured position source found,
Michael Leitch,Japan,2011,TBC,,,,No trusted structured position source found,
